agent_ms_1,agent_ms_2,agent_ms_3,agent_ms_4,agent_ms_5,agent_ms_6,agent_ms_7,agent_ms_8
8.503,9.969,6.689,9.189,6.594,13.134,22.504,4.898
8.561,4.971,8.935,7.42,8.396,2.255,0.083,8.871
8.128,9.129,11.274,7.687,5.968,5.666,6.944,10.133
9.477,7.685,4.75,10.182,11.197,12.164,7.288,6.546
10.399,8.348,8.436,8.134,5.424,8.591,5.977,9.149
6.081,12.138,7.877,6.064,10.327,6.156,7.404,7.59
7.359,6.413,7.601,12.416,7.765,7.439,8.393,12.42
11.824,7.677,12.897,4.552,9.703,12.334,9.443,5.435
5.175,7.866,4.943,13.372,5.839,5.882,7.145,4.847
8.924,8.266,8.767,3.016,8.401,8.486,9.022,8.51
8.22,11.889,7.255,10.038,7.58,8.397,8.165,10.793
6.805,6.159,7.367,18.459,7.885,9.188,11.176,8.122
8.187,5.359,8.661,0.133,8.608,9.866,6.008,8.826
11.054,8.61,14.106,10.043,7.551,4.009,8.282,5.677
8.065,9.538,5.069,2.832,9.825,10.045,8.3,11.363
8.268,7.805,6.153,7.434,8.695,9.098,6.414,4.939
7.74,8.757,11.149,11.2,7.47,12.081,8.508,11.245
9.108,7.885,6.001,11.243,14.215,2.947,14.993,5.93
8.994,7.398,9.62,2.612,2.662,14.843,1.829,11.047
5.972,10.065,8.038,11.484,9.232,1.219,8.674,11.359
9.043,8.694,8.063,5.502,6.147,10.91,7.345,7.692
9.36,9.886,8.393,10.802,9.939,5.611,11.005,5.344
6.617,5.183,9.464,12.036,9.027,11.633,8.371,7.669
9.316,8.875,7.602,3.915,9.035,5.786,5.953,6.763
7.217,8.141,11.97,6.317,8.202,9.016,7.885,8.999
8.705,8.048,5.018,9.321,11.449,6.925,10.075,6.62
8.008,9.239,7.473,9.081,5.457,8.655,9.47,9.27
